MID,Nom,Adresse1,Adresse2,CP,Ville,Telephone
29114218,LE VASSEUR TABAC LE CELTIQUE,5 RUE AR-MOR,,29460,LOGONNA DAOULAS,298206090
29114220,JEZEQUEL TABAC CAFE DES SPORTS,5 PLACE DE L EGLISE,,29860,LE DRENNEC,298404012
29114224,KERJEAN TABAC LE PACHA,2 RUE BOUILLON,,29200,BREST,298451003
29114586,OLIVIER D. TABAC LE GALOPIN,64 BIS RUE COM.DROGOU,,29200,BREST,298030638
29116904,LANSONNEUR PHILIPPE TABAC BAR,L AUBERGE DE LA MER,28 RUE DE L ABER ILDUT,29840,LANILDUT,298044390
29119466,POTIN BAR TABAC LE GALOPIN,1 PLACE DE LA MAIRIE,,29440,PLOUZEVEDE,298295010
29119483,CARET DENIEL  BAR TABAC LES M,3 RUE DE L EGLISE,FERME LE MERCREDI,29460,DIRINON,298070520
29119493,RIOU ALAIN LE TRISKELL,24 RUE DES ANC. COMBATTANTS,,29530,PLONEVEZ DU FAOU,298869263
29119497,ROIER TABAC AU COIN FUMEUR,ZONE COMMERCIAL DES FONTAINES,,29410,PLEYBER CHRIST,298785475
29119503,BRYAN TABAC LE RETRO,28 PLACE DE LA MAIRIE,MR GOGUER,29430,PLOUNEVEZ LOCHRIST,298616292
29119544,TCHEREPOFF TABAC,189 ROUTE DE PONT L ABBE,,29000,QUIMPER,298550314
29120972,KERDONCUFF TABAC,LES CAVES CONQUETOISES,18 RUE PONCELIN,29217,LE CONQUET,298890012
29120974,LE GUEN TABAC LE ST MARTIN,13 ROUTE DE BREST,,29600,ST MARTIN DES CHAMPS,298881514
29120978,MAZE TABAC LE DROSERA,10 RUE ST MICHEL,,29190,BRASPARTS,298814237
29121831,LE TALLEC   SNC LE SCORE   TAB,3 PLACE DES FFI,,29200,BREST,298033378
29122121,CALVEZ   TABAC PRESSE,2 BIS RUE DE QUIMPER,,29590,PONT DE BUIS LES QUIMERCH,298730265
29122596,DARCILLON    SNC  ODET,18 RUE DE LA VICTOIRE,,29510,BRIEC,298579604
29125649,COIC  SNC BAR DE LA HUNE,LE PORT,,29940,LA FORET FOUESNANT,298569757
29126397,CORBOLIOU MARIE THERESE,3 PLACE DES OTAGES,TABAC LE CELTIQUE,29600,MORLAIX,298880652
29127539,BESCOND YVON MAIS.DE PRESSE,5 PLACE DE L EUROPE,,29880,PLOUGUERNEAU,298047461
29128386,INIZAN MARIE ANNICK TABAC,19 RUE DU GAL DE GAULLE,,29590,LE FAOU,298810202
29128391,GREHAN SNC BAHAMAS  TABAC,AVENUE DE PROVENCE,C.CIAL DU BERGOT,29200,BREST,298472248
29128401,BALCON EURL MAISON DE PRESSE,4, RUE PONCELIN,,29217,LE CONQUET,298890445
29128402,LEROUX TABAC SNC LE KELLING S,15 RUE DE LA LIBERATION,,29860,PLOUVIEN,298409288
29131200,JALILI  PRESSE,19 PLACE DU GENER. LE FLO,,29260,LESNEVEN,298211022
29131647,SIAM NEWS SARL   PRESSE,40 RUE DE SIAM,,29200,BREST,298434220
29131680,GRESSIER CHANTAL  TABAC  METRO,48 RUE HECTOR BERLIOZ,,29200,BREST,298032837
29131904,ENGEL SNC SOURIS VERTE TABAC,57 RUE DE LA PORTE,,29200,BREST,298450638
29132995,MOAL J-LUC MAISON PRESSE,15 RUE LOUIS PASTEUR,,29400,LANDIVISIAU,298249796
29133042,GOGE AUDREY TABAC LA GITANE,2 RUE DE LA MARNE,,29260,LESNEVEN,298830122
29133076,JONCOUR CHRISTOPHE BAR TABAC,10 RUE DE KERAVAL MOGUENEC,,29250,SIBIRIL,298299543
29133999,SARL TANGUY ET CAMPRODIS PRESS,LIBRAIRIE DE LA PLAGE,8 AVENUE DE LA PLAGE,29950,BENODET,298571798
29134098,BRIGANT MAELA TABAC PRESSE,36 RUE DUGUAY TROUIN,,29100,DOUARNENEZ,298920305
29134322,MANAC'H MONIQUE BAR TABAC,2840 RTE STE ANNE DE PORTZIC,LA MAISON BLANCHE,29200,BREST,298458210
29134400,BALMALE RONAN TABAC,24 RUE DE CORNOUAILLES,,29170,FOUESNANT,298565876
29134496,ELEOUET  BAR TABAC GRE DU VENT,6 PLACE DE LA MAIRIE,,29670,TAULE,298671234
29134593,SNC MARTIN DELORY BAR TABAC,12 PLACE AULIN,,29250,ST POL DE LEON,298690166
29134611,CHEVALIER TABAC LE CARIVER,1 RUE DE LA MAIRIE,,29470,PLOUGASTEL DAOULAS,298403720
29135009,BRIAND JIMMY TABAC L'ESCALE,2 ROUTE DE KERTRASD,LIEU DIT CROS AVALOU,29940,LA FORET FOUESNANT,298514036
29135033,CALVEZ BAR TABAC LE KANASTELL,68 GRAND PLACE,,29430,LANHOUARNEAU,298616190
29136451,ARZUR BEATRICE TABAC,2 RUE DE LARNIVOARE, LE TY BAR ,29830,PLOUGUIN,298892350
29136707,PINSON JEAN-YVES,BAR TABAC AN-IFERN,51 BD CAMILLE REAUD - GEO EXPR,29100,DOUARNENEZ,981949162
29137077,PELOIS ERIC TABAC LE ROYAL,7 PLACE DES FUSILLES,,29850,GOUESNOU,298077501
29137330,VELOSO BAR TABAC DE L EVECHE,2 PLACE DE L EVECHE,,29250,ST POL DE LEON,298191692
29137400,LE PUIL FREDERICK,13 PLACE DE L EGLISE,TABAC LE RALLYE,29880,PLOUGUERNEAU,298047109
29137651,PAPIN SERGE TABAC PRESSE,3 RUE DU GAL DE GAULLE,,29780,PLOUHINEC,298749490
29137771,CROGUENNEC JEAN FRANCOIS,LA BOURGADE,BAR TABAC FERME LUNDI AM,29260,SAINT MEEN,298836097
29137799,BRIAND REGINE BAR TABAC,45 ROUTE DE LA CHAPELLE,BAR LE DRENNEC,29950,CLOHARS LE FOUESNANT,298548408
29137943,GOGUER BAR TABAC QUAI 12,12 RUE JULES GUESDE,,29200,BREST,298801245
29138152,OLLIVIER DANIEL TABAC LA FORGE,TAL AR GROAS,1 ROUTE DE BREST,29160,CROZON,298271279
29138461,SCHREINER SNC YOVAN TABAC,176 RUE DE QUIMPER,,29300,QUIMPERLE,298960415
29138462,JUGUET BAR TABAC  LE CLASSICO,42 RUE YVES COLLET,,29200,BREST,298442896
29138753,"M.PERON BAR TABAC ""� FRAISIA""",14 RUE DE L EGLISE,GEODIS EXPRESS,29470,PLOUGASTEL DAOULAS,298405799
29138764,HILARY JOHANNE BAR TABAC,6 PLACE DU QUARTIER MAITRE,LANNUZEL,29290,ST RENAN,298324492
29139331,LEGALLOU PATRICIA TABAC,PLACE DE LA MAIRIE,LE FUNBOARD,29280,LOCMARIA PLOUZANE,298484063
29139455,MR CALVES JEAN NOEL,3 PLACE DU BOULOUARD,TABAC PRESSE,29140,ROSPORDEN,298592120
29139719,LE MARC REJUS SARL RLM PRESSE,2 RUE CHARCOT,,29950,BENODET,298570598
29140013,VASSEUR MAISON DE PRESSE,1 QUAI JEAN MOULIN,,29150,CHATEAULIN,298860215
29140095,GUENNEUGUES M-HELENE BAR TABAC,2 RUE DE L'IF,L'HERMINE,29260,KERNILIS,298255711
29140205,HINGANT SNC MLH BAR TABAC,7 RUE DE LA MAIRIE,L'HERMINE,29460,HANVEC,298219062
29140436,LE JONCOUR NATHALIE TABAC,8 RUE DE QUIMPER,,29520,ST THOIS,298738481
29140461,LABOUS CELINE,2 RUE DE L AFORGE,BAR TABAC LA TABATTIERE,29870,COAT MEAL,298327454
29140580,MASSON JACQUES TABAC,L IRISH COFFEE,23 RUE ST MATHIEU,29290,ST RENAN,298842809
29140826,DUBOIS THIERRY BAR TABAC,48 RUE VICTOR HUGO,,29200,BREST,298443523
29140876,LECORREC PIERRE YVES,BAR TABAC LE REINITAS,157 RUE DU GENERAL PAULET,29200,BREST,298023754
29140885,LEROUX PATRICK,BAR TABAC LE VINCENNES,2 ROUTE DE BREST,29460,DAOULAS,298258043
29141294,BIHANIC BRUNO,TABAC PRESSE L HEBDO,163 RUE JEAN JAURES,29200,BREST,298442818
29141401,LAVANANT NADEGE,TABAC DE L IROISE SNC BALA,3 PLACE LEON CHEMINANT,29290,SAINT-RENAN,298849359
29141412,LE JEUNE TABAC LE SIROCCO,2 RUE AR VIGOUDEN,,29120,COMBRIT,298519395
29141554,GLOANEC STHEPHANIE TABAC,BAR TABAC LE CONNEMARA,2 ROUTE DE LANDERNEAU,29460,IRVILLAC,298258354
29141609,SNC BAR TABAC LE PENALTY,BLEUNVEN MARTINE,35 ROUTE DE QUIMPER,29200,BREST,298020546
29141694,CORRE   BAR TABAC,LE BOURG,,29800,ST DIVY,298202085
29141776,SNC LES MOUETTES LEROUX JEROME,6 PLACE DE L EGLISE,,29880,PLOUGUERNEAU,298047104
29141778,LEJAN PASCALE BAR TABAC,1 RUE DE LA MAIRIE,,29870,TREGLONOU,298374154
29142012,LOWENSTEIN LOIC TABAC PRESSE,89 BIS RUE GAMBETTA,HAUT CENT MARCHES,29600,MORLAIX,662517976
29142013,PEUZIAT EVELINE TABAC BAR,33 MOULIN DU PONT,SNC AU RELAIS DU MOULIN,29170,PLEUVEN,298546204
29142057,PENSART PATRICK TABAC BAR,2 PLACE DE L EGLISE,,29170,ST EVARZEC,298562946
29142167,BARON ANDRE BAR TABAC PRESSE,7 RUE DE L'EUROPE,LE KERAVEL,29840,PORSPODER,298895345
29142784,JEZEQUEL ARNAUD,SNC TY BUTUN,LAMPAUL,29242,OUESSANT,298488007
29143019,LEON MARYLENE,BAR TABAC LE CROAS AOTER,CROAS AOTER,29830,PLOURIN,298044094
29143032,TERRIEN MARC TABAC LE JEAN BAR,98 RUE DE L ECOLE NAVAL,,29200,BREST,298450763
29143328,PETON CHRISTIAN,8 PLACE DU MARCHE,LE BISTROT DES HALLES,29150,CHATEAULIN,962322599
29143364,CABIOCH GUILLAUME,LES BRISANTS,LE VENOC,29253,ILE DE BATZ,298617634
29143606,SNC DYYP TABAC LE MINUIT,MR PIERRE DOMINIQUE,28 RUE ALGESIRAS,29200,BREST,298804512
29143634,MANACH HERVE TABAC,1 RUE DE SAINT RENAN,,29280,PLOUZANE,298484110
29143855,SNC SHAEFER,TABAC LE CALUMET,38 RUE D AIGUILLON,29200,BREST,298430199
29143972,PHILIPPE ALAIN TABAC,16 QUAI CARNOT,LE VINCENNES,29150,CHATEAULIN,298170024
29144000,SNC MUNIER WALTER TABAC BAR,LE BOURG,,29800,PENCRAN,298850455
29144056,BELBEOC H  PATRICK,TABAC LE PONT NEUF,138 RUE DE PARIS,29200,BREST,298020048
29144208,LEIN BERNARD TABAC,5 RUE DE LA REUNION,,29200,BREST,298440426
29144209,SNC LECHEVREL BEATRICE TABAC,19 HENRI PROVOSTIC,,29830,PLOUDALMEZEAU,298481039
29144377,LE LAY GILLES LIBRAIRIE,17 BIS RUE ALBERT LOUPE,,29660,CARANTEC,298783173
29144450,HENAFF TABAC LE MEHARIS,10 RUE DE L ABER ILDUT,,29810,BRELES,298043025
29144592,SNC TREVETTEN MILLOUR TABAC,LE POTEAU VERT,,29900,CONCARNEAU,298970225
29144613,MAGUEUR STEPHANE LE RELAX,22 ROUTE DE LA LAITERIE,,29800,PLOUEDERN,298432589
29144781,DOMENECH JEROME,TABAC LE DJANGO,22 RUE FRANCHET D ESPEREY,29200,BREST,298450257
29144832,GESTIN OLGA TABAC L ARLEQUIN,1 QUAI COSMAO,,29150,CHATEAULIN,298862380
29145094,QUATREVEAUX SEBASTIEN TABAC,12 PLACE DE L EGLISE,BAR DES SPORTS,29150,DINEAULT,961302001
29145109,LE MEUR OLLIVIER SNC,TABAC MAISON DE PRESSE,76 RUE JEAN JAURES,29390,SCAER,298594051
29145165,THOMAS XAVIER BAR TABAC,LE BANA,29 RUE DE PONT LABBE,29740,PLOBANNALEC,298822556
29145654,LE RUMEUR PIERRE,LRM PRESSE,CTRE CIAL CARREFOUR,29200,BREST,954663502
29145757,SNC ROYAN WILLIAM BAR TABAC,'LE ST YVES' 2 RUE DE BREST,,29860,BOURG BLANC,298845823
29145772,JACOB ROGER SARL LE TY DOUAR,BAR PRESSE,2 AVENUE DE TY BOS,29000,QUIMPER,298903194
29146123,LECOZ BAR TABAC L UNIVERS,PLACE DE L EGLISE,,29217,PLOUGONVELIN,298483106
29146193,TALOC YANNICK TABAC,22 RUE DE SIAM,SNC LE LAFAYETTE,29200,BREST,298460096
29146336,VANDERPLAETSEN GWENAEL,7 PLACE TANGUY PRIGENT,BAR DES SPORTS,29620,LANMEUR,298675113
29146419,CREACH ELISABETH TABAC PRESSE,LE KASTEL ROCH,7 GRAND PLACE,29800,LA ROCHE MAURICE,0
29146431,BOUTRON FREDERIQUE BAR TABAC,21 QUAI GUSTAVE TOUDOUZE,QUAI 21,29570,CAMARET SUR MER,298278111
29146654,SARL JFM MOREIRA JEAN FRANCOIS,BAR LOTO LE TOURBILLON,CC BRETAGNIA,29600,ST MARTIN DES CHAMPS,298880648
29146702,LEROUX GUYLENE,OUESSANT PRESSE,BOURG LAMPAUL,29242,ILE D OUESSANT,298488581
29147260,SCIEUR PATRICIA BAR TABAC,TABAC LE BEAU PRE,49 RUE DE VERDUN,29200,BREST,298022360
29147287,MAZEAS BERNADETTE,BAR TABAC  MOULIN DU LAY,LE MOULIN DU LAY,29510,LANDREVARZEC,298910311
29147494,SNC AGIUS BAR TABAC,8 PLACE HERVO,BAR TABAC DES HALLES,29300,QUIMPERLE,298960478
29147503,SNC JEAN GAEL FLOC'H,52 RUE VICTOR EUSEN,BAR DE L IROISE,29200,BREST,298450662
29147701,BERTHONNEAU JEAN LUC,8 ROUTE DU FAOUT LE BEL AIR,BAR TABAC LE CASINO,29300,TREMEVEN,298960801
29147919,SNC DJAM CAVAL PRESSE TABAC,PERRIER MARIE CHRISTINE,12 PLACE JACK LONDON,29200,BREST,298495600
29148033,PETIT MICHEL BAR TABAC,SNC ENEZ EOG,2 RUE DU PORT,29430,PLOUESCAT,298696302
29148088,SARL ELVIDO PRESSE LOTO PMU,CC LA BOISSIERE,RUE DE KERFRAVAL,29600,MORLAIX,298886616
29148090,KEREBEL MARYSE TABAC,74 RUE DE BENODET,LE PRAT MARIA,29000,QUIMPER,298906275
29148153,MASSON STEPHANE SNC SARACOOL,TABAC LE LAC CELTIQUE,51 RUE DE LYON,29200,BREST,298462678
29148154,SNC SYLV' PELLENNEC SYLVIE,2 RUE DE LA LIBERATION,BAR TABAC LE TURFIST,29610,PLOUIGNEAU,298677272
29148216,BOURDON CHRISTINE,L EDEN CAFE,1 RUE DE LA LIBERTE,29790,PONT CROIX,298704130
29148223,RICHARD MARC,LE ROCHER BAR TABAC,PORT MANECH,29920,NEVEZ,298068210
29148336,LEIN CEDRIC,COTE ET GUIP PRESSE,31 RUE DE BREST,29490,GUIPAVAS,298847126
29148513,CLOAREC ALAIN,BAR TABAC LE DONEGAL,7 ROUTE DE LANDERNEAU,29590,LE FAOU,298819749
29148566,SNC FERRERO JEAN MARIE,BAR TABAC LA ROTONDE,61 RUE GUYNEMER,29200,BREST,298446143
29149126,BUROT GUILLAUME BAR TABAC,2 PLACE DE L EGLISE,,29550,PLONEVEZ PORZAY,298925664
29149341,GUILLOUX STPHANIE,VOTRE MARCHE,RUE DU JUSTICOU,29246,POULLAOUEN,298935481
29149453,SNC LOUVIOT TABAC LE CAMPANELL,6 RUE DANTON,TABAC LE CAMPANELLA,29200,BREST,298443932
29149626,THOMAS VALERIE,5 PLACE DE L EGLISE,BAR TABAC,29800,ST URBAIN,298250000
29149840,LATOUCHE PATRICK BAR TABAC,LE LAKE BARZH,,29790,MAHALON,298745759
29149943,SANQUER ANNIE  PROXI SERVICE,SAS SASU SIERRA,98 GRANDE PLACE,29430,LANHOUARNEAU,298297880
29149967,WARIN JEAN FRANCOIS,1 ROUTE DE TREZIEN,SNC EDEN ROCK TABAC,29810,PLOUARZEL,298365437
29150307,LE GALL MARC TABAC LE BALTO,121 RUE JEAN JAURES,SNC MATHNOAH,29200,BREST,298442509
29150337,QUIOC     PRESSE,CTRE COMMERCIAL KERGREIS,KERNEIS,29800,LANDERNEAU,298217922
29150728,QUEVAL CLAUDIE SARL,SAINT GUE PRESSE,50 RUE PIERRE SEMARD,29760,PENMARCH,298587559
29150763,KERBRAT MARIE SNC MAGILOU,62 RUE EMILE SALAUN,TABAC LA GABARE,29460,L HOPITAL CAMFROUT,298414496
29150850,DESHAYES STEPHANIE,BAR TABAC LE WELCOME,ROUTE DE MORLAIX,29610,GARLAN,298791056
29151062,KERHORNOU ISABELLE SNC,31 RUE DE SIAM,BAR TABAC LE SIAM,29200,BREST,298803544
29151408,VASSEUR FRANCK LES KORRIGANS,2 ROUTE DE SAINT POL,BERVEN,29440,PLOUZEVEDE,298699700
29151614,MARTIN STANISLAS EFFET MER,SNC AUGUSTA STREET,36 QUAI DE LA DOUANE,29200,BREST,230863588
29163417,EIRL NUCERA PATRICK TABAC,22 BIS RUE DE LANNEVAIN,,29360,CLOHARS CARNOET,298716538
29163429,FAGON NATHALIE NAT Y KFE,17 LE BOURG,,29440,ST DERRIEN,298248221
29163454,BOUCHO ISABELLE TABAC PRESSE,10 PLACE NAPOLEON III,,29200,BREST,298030998
29166592,DEGRENNE DIDIER TABAC PRESSE,38 RUE DE LA TOUR D AUVERGNE,,29000,QUIMPER,298900947
29166610,DE LYS SARL PRESSE,pentrez-plage,,29550,saint-nic,609444501
29166729,LEVY MATHILDE TABAC DU MUSEE,1 RUE DU COUEDIC,,29200,BREST,298447020
30003680,GUESSOUM LAURE / GTP,TABAC LOTO BIMBELOTERIE,11 RUE PASTEUR,30110,LA GRAND COMBE,466341478
30101410,MAYER GUY,TABAC PRESSE DE L'AVENIR,7 AVENUE ANTONIN,30730,FONS OUTRE GARDON,466811884
30101447,BRISTHUILE JEAN FRANCOIS,TABACS,14 PLACE ST LOUIS,30220,AIGUES MORTES,466536329
30101453,FERNANDEZ SNC,TABAC PRESSE,6 RUE DES MARCHANDS,30510,GENERAC,466013117
30101475,GOUT FRERES / GTP,TABAC PRESSE LOTO,10 RUE EDGARD QUINET,30100,ALES,466523355
30101476,FLORES JEAN PIERRE,"TABAC ""LA CIVETTE""",40 RUE D'AVEJEAN,30100,ALES,466524033
30101477,GAZAIX GILBERT / GTP,TABAC,59 RUE HENRI MERLE,30340,SALINDRES,466856377
30101627,SORIANO CORINNE,TABAC TOUTE LA PRESSE,12 BD COMTE DE FALICON,6100,NICE,493840260
30101640,NIEL ALEXANDRE - GTP,BAR TABAC PRESSE LOTO,311 BIS QUAI BILINA,30100,ALES,466557359
30101645,LE CAROUR ANNABELLE,TABAC LE CIGALOIS SNC,10 COURS GAMBETTA,30170,ST HIPPOLYTE DU FORT,466776201
30101649,GIGANDET SNC,TABAC PRESSE,5 AVENUE BIR HAKEIM,30000,NIMES,466266645
30101750,SHAW & BALTZINGER,TABAC PRESSE LOTO,18 RUE DE L'HOTEL DE VILLE,30300,BEAUCAIRE,466596568
30101810,RICHARD LISE,TABAC PRESSE CABANIS,7  PLACE DU MARCHE,30320,ST GERVASY,466750291
30101812,HERNANDEZ LOUIS,"TABAC PRESSE ""LE LONGCHAMP""",10 PLACE ALBERT 1ER,30700,UZES,466033113
30106163,JEOLAS ALAIN,TABAC LA TOUR,PLAN DE BRIE,30140,ANDUZE,466616676
30107426,CHAGNOT FABIEN,BAR TABAC PRESSE DE LA POSTE,PLACE FRERES NOUVEL,30960,LES MAGES,466256020
30107569,GARCIA VINCENT / GTP,TABAC LOTO PRESSE DU MAS ROMAN,231 AV. MARECHAL JOFFRE,30900,NIMES MAS ROMAN,466238298
30107714,ANGLADE OLIVIER,TABAC JOURNAUX-LE MARIGNY,15 BOULEVARD JEAN JAURES,30000,NIMES,466676788
30111271,VIGNERON PATRICK,BAR TABAC LA PIPE,37 RUE DE LA REPUBLIQUE,30000,NIMES,951108373
30111599,SNC GIBAY,TABAC PRESSE LE FEUCHERE,23 AVENUE FEUCHERES,30000,NIMES,466847909
30116648,COLLIERE  BRIGITTE/TABAC LOTO,LE JARDIN DES EPICURIENS,126 AVENUE DE PROVENCE,30150,SAUVETERRE,466825927
30120223,BECERRA,TABAC,30 BD DU PORTALET,30500,ST AMBROIX,466240122
30122970,GUILHEM ROQUES / GTP,TABAC PRESSE LE TOTEM,11 RUE JEAN CASTAGNO,30100,ALES,466521618
30125122,LOU PARPAILLOT,TABAC,PLACE CHARLES MOURIER,30260,QUISSAC,466773206
30125335,BREYSSE TOMCZAK,CARREFOUR DE LA PRESSE,2 AVENUE FREDERIC MISTRAL,30220,AIGUES MORTES,466538827
30125341,QUITTARD THIERRY,"TABAC ""LE CAMARIGO""",18 GRAND RUE JEAN JAURES,30220,AIGUES MORTES,466536214
30127291,FONTANES  ALAIN,TABAC DE LA PLAGE,C.C PLAGE SUD RTE DES MARINES,30240,GRAU DU ROI,980961679
30127981,ACHOURI / GTP,SNC LE PHENIX BAR TABAC,2 RUE SULLY PRUDHOMME,30100,ALES,466862362
30128440,CAMP BENJAMIN,BAR TABAC LE MARILLION,2 PLACE ST VINCENT,30300,JONQUIERES/VINCENT,466745066
30132567,MICALEFF GRASSET / GTP,TABAC,LE SAUT DU LOUP,30340,ROUSSON,466857190
30133853,BEA MICHEL SNC,TABAC PRESSE DU MAS DE VILLE,40 ALLEE DU MAS DE VILLE,30000,NIMES,466041160
30135181,FERNANDEZ,TABAC BAZAR,GRAND RUE,30190,BOUCOIRAN ET NOZIERES,466833492
30136550,MEDVED BENOIT,PRESSE LOTO  C.C LES  PRIADES,AVENUE DE LA 2EME DB,30133,LES ANGLES,490256752
30137449,ALLEZ ET CIE,TABAC PRESSE LOTO,18 RUE VINCENT,30320,MARGUERITTES,466263550
30138028,CIPRIANO PATRICK,TABAC PRESSE LOTO,C.CIAL GARAUD RTE DE TRESQUES,30200,BAGNOLS SUR CEZE,466798633
30139439,CHABALIER SNC /// ^^^,TABAC,GRAND RUE,30700,ST QUENTIN/POTERIE,466226252
30139808,LENDRIN CYRIL,TABAC PRESSE,12 RUE GRAND DU BORG,30210,VERS PONT DU GARD,466228855
30140062,GELY CORINNE SNC  / GTP,TABAC PRESSE LOTO,13 RUE DES TILLEULS,30440,SUMENE,499529463
30140982,NL2S SNC / GTP,TABAC LE CICLOP,26 GRAND RUE,30350,LEDIGNAN,466604270
30141168,HUOT ROMAIN / GTP,TABAC PRESSE HUOT,9 AV. DES  GLYCINES,30720,RIBAUTE LES TAVERNES,466830098
30141170,TERME MARC,SARL LUGANE C.CIAL ALLEMANDES,198 AVENUE DES FRERES LUMIERES,30100,ALES,466308652
30141534,VALOUR RAPHAEL,TABAC LE SAMBA/ C.CIAL SAMBA,AVENUE DU PALAIS DE LA MER,30240,LE GRAU DU ROI,466735038
30141673,SASSI SERGE,SNC LA ROTONDE TABAC PRESSE,9 BLD AMIRAL COURBET,30000,NIMES,466361490
30141969,MOUTON MYLENE / GTP,TABAC PRESSE CHEZ MYMY,574 AVENUE DES ROSIERS,30340,SAINT JULIEN LES ROSIERS,466861252
30141970,CHAUVET JEROME / GTP,TABAC PRESSE,107 AVENUE D'ANDUZE,30100,ALES,466528110
30142056,TABUSSO ROBERT / GTP,TABAC PRESSE-ZAC PETIT VERGER,RUE MARIE DURAND,30190,LA CALMETTE,466575434
30142569,CRESTANI ANNICK ///,TABAC PRESSE,7 PLACE DU CHATEAU,30820,CAVEIRAC,466813497
30142605,LAFARE CORINNE /GTP,"TABAC LOTO  "" LE CHRISLAUR""",31 BIS BD GAMBETTA,30700,UZES,466225612
30142767,CAVALLIER FLAVIEN / SNC DFC,BAR TABAC PRESSE  LE VENDRAN,97 PASSAGE DU POIDS PUBLIC,30660,GALLARGUES LE MONTUEUX,466938561
30143391,PIN JEAN LOUIS / GTP,TABAC CAFE DE LA POSTE,LES PLOTS EST,30960,LE MARTINET,466249070
30143602,BOUYER MERCEDES/PUGET CORINNE,HALL DE LA PRESSE- SARL C ET M,HYPER CARREFOUR- RTE DE NIMES,30300,BEAUCAIRE,466592984
30143949,ALMAYRAC NATHALIE,TABAC PRESSE - SNC SIMBOR,23 BD AMIRAL COURBET,30000,NIMES,983081074
30144045,COUDERC CARMONA SNC,TABAC PRESSE,PLACE DE LA MAIRIE,30230,RODILHAN,466204502
30144074,DARSONVAL BENJAMIN,LES PRESSES DU CASTANET,PLACE DES GOELANDS,30900,NIMES,466643401
30144396,BISBAL ERIC,MAG PRESSE,ROND POINT LA TOSCANE,30128,GARONS,466700249
30144573,CLABAUT CHANTAL,EURL CHAPHI PRESSE,PLACE DE LA REPUBLIQUE,30130,PONT SAINT ESPRIT,466826234
30144890,FERNANDEZ JEAN SEBASTIEN,TABAC PRESSE LOTO LA ROYALE,2 IMPASSE DES ALISIERS,30000,NIMES,466056737
30144931,LE BALCH GERARD,TABAC,2 RUE DE LA FONTAINE,30111,CONGENIES,466351404
30144985,MONTERO GUY,TABAC PRESSE LE JEAN BART,5 BIS PLACE DE LA BOUQUERIE,30000,NIMES,466210968
30145372,BASTIDA JEAN LUC SNC,CAMARGUE PRESSE / C.CIAL 2000,8 AVENUE JEAN LASSERRE,30240,PORT CAMARGUE,466514552
30145634,BENOIT MARJORIE-SNC BENOIT/GTP,TABAC LE FLO,25 BIS LES BOULEVARDS,30190,ST GENIES DE MALGOIRE,466816496
30145662,GELLY GOULIN/FANTOU ET CIE SNC,TABAC PRESSE LOTO,18 PLACE SADI CARNOT,30300,COMPS,466040012
30145698,ALBOUY ANNE MARIE,TABAC PRESSE/QUARTIER ESPAGNE,59 ROUTE D'ALES,30900,NIMES,466237874
30145727,L'OUSTAOU D' AMIEL SNC,TABAC PRESSE LOTO,64 RUE VINCENT FAITA,30000,NIMES,466265377
30145737,BUDET /GTP,TABAC PRESSE,55 ROUTE D'ANDUZE,30140,BAGARD,466608974
30145756,MARECHAL PIERRE,TABAC PRESSE LE CHATEAU,1 RUE DE LA REPUBLIQUE,30300,BEAUCAIRE,466594642
30145807,AUGUSTIN ///,TABAC LE VERGEZOIS SNC,14 RUE BASSE,30310,VERGEZE,466350821
30145839,PARMENT / GTP,TABAC PRESSE,72 GRAND RUE,30270,ST JEAN DU GARD,466853092
30145893,LLATY CHANTAL,TABAC L'ABBATIALE,4 GRAND-RUE,30800,SAINT GILLES,466367556
30146346,WEIGAND,LA MER MAG PRESSE SARL,60 RUE DES MOUSSAILLON,30240,LE GRAU DU ROI,982577936
30146502,CHAYNE VERONIQUE / GTP,TABAC PRESSE LOTO,17 AVENUE DU 8 MAI 1945,30520,SAINT MARTIN DE VALGALGUE,962100782
30147110,COUSTRAIN JEAN  EDMOND,TABAC,RUE DES PINEDES,30980,LANGLADE,466814855
30148248,FURCY PHILIPPE EIRL,TABAC PRESSE LOTO,8 PLACE LEDRU ROLLIN,30740,LE CAILAR,466803744
30148428,LLAMBIAS SNC TABAC LOTO,MR LLAMBIAS ERIC,38 ROUTE DE MONTPELLIER,30380,SAINT CHRISTOL LEZ ALES,466545797
30148744,MATEO MARIE ANGE,TABAC PRESSE DU BORDELET,12 AVENUE DU BORDELET,30200,BAGNOLS SUR CEZE,466895892
30149030,CIEPLIK SAMUEL,TABAC PRESSE LOTO,46 PLACE DU TEMPLE,30670,AIGUES VIVES,466352081
30149248,CB MARTINEZ SNC/ TABAC PRESSE,LE CASTELLAS/QUARTIER LE BARRI,ROUTE D' AVIGNON RD.111,30650,ROCHEFORT DU GARD,490318712
30149495,BEZ - DE SALVERTE,TABAC PRESSE LOTO LE DUO SNC,CLOS MIRMAN - RTE DE ST GILLES,30132,CAISSARGUES,466840079
30149513,LEROI PASCALE,TABAC PRESSE  C.C  LE TRIDENT,AV. DE LA PETITE CAROLINE,30240,PORT CAMARGUE,466530310
30149818,BASTIN GEORGES,TABAC PRESSE / SNC BFG SHOP,1 ESPACE HENRI BONNAUD,30540,MILHAUD,466742831
